reference,statut,licence,credit,raison,artistes,musee,ville,titre,presence_image,artiste_sous_droits,image,notice_pop,http,verifie_le
00000077354,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation © René-Gabriel Ojéda,mention restrictive : utilisation soumise a autorisation,Annibale Carracci,musée Condé,Chantilly,LA NUIT PORTANT LE SOMMEIL ET LA MORT,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077354/05-516746.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077354,200,2026-07-29
00000077355,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation ; © Martine Beck-Coppola,mention restrictive : utilisation soumise a autorisation,Annibale Carracci,musée Condé,Chantilly,L'AURORE PARSEMANT DES FLEURS ET TENANT UN TORCHE,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000077355/M505203_09-511959_P.jpg,https://pop.culture.gouv.fr/notice/joconde/00000077355,200,2026-07-29
00000081513,restricted,,Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rembrandt,musée du Louvre,Paris,PORTRAIT DE TITUS (1641-1668),oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000081513/18-545317.jpg,https://pop.culture.gouv.fr/notice/joconde/00000081513,200,2026-07-29
00000081836,unavailable,,,aucune image sur POP,Jean-Baptiste Oudry,musée des beaux-arts et d’archéologie,Troyes,ETUDE DE CHIEN DE CHASSE BUVANT,non,,,https://pop.culture.gouv.fr/notice/joconde/00000081836,,
00000081837,unavailable,,,aucune image sur POP,Jean-Baptiste Oudry,musée des beaux-arts et d’archéologie,Troyes,ETUDE DE CHIEN DE CHASSE,non,,,https://pop.culture.gouv.fr/notice/joconde/00000081837,,
00000082515,unavailable,,,aucune image sur POP,Louis Léopold Boilly,musée des beaux-arts et d’archéologie,Troyes,MARIE PIERRE FRANCOIS DE MESGRIGNY FILS DE LOUIS MARIS MARQUIS DE MESGRIGNY ET DAME EDMEE MARCHAL (1772-1858),non,,,https://pop.culture.gouv.fr/notice/joconde/00000082515,,
00000093332,unavailable,,,aucune image sur POP,Pierre Mignard,musée des beaux-arts,Orléans,Portrait de Louis XIV,non,,,https://pop.culture.gouv.fr/notice/joconde/00000093332,,
00000093350,unavailable,,,aucune image sur POP,Laurent de La Hyre,musée des beaux-arts,Orléans,SAINT FRANCOIS DONNANT LE CORDON DU TIERS-ORDRE A LOUIS XIII ; LE VOEU DE LOUIS XIII (TITRE ANCIEN),non,,,https://pop.culture.gouv.fr/notice/joconde/00000093350,,
00000093370,unavailable,,,aucune image sur POP,Greuze,musée des beaux-arts,Orléans,TETE DE JEUNE FILLE,non,,,https://pop.culture.gouv.fr/notice/joconde/00000093370,,
00000093479,unavailable,,,aucune image sur POP,Luca Giordano,musée de la Chartreuse,Douai,ENLEVEMENT D'EUROPE,non,,,https://pop.culture.gouv.fr/notice/joconde/00000093479,,
00000094623,unknown,,© musée des beaux-arts de Rennes,crédit sans licence explicite,David Téniers,musée des beaux-arts,Rennes,JOUEURS DE CARTES DANS UN CABARET,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000094623/000072.gif,https://pop.culture.gouv.fr/notice/joconde/00000094623,200,2026-07-29
00000094658,unknown,,© Jean-Manuel Salingue,crédit sans licence explicite,Le Guerchin,musée des beaux-arts,Rennes,TETE D'ETUDE,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000094658/859-17-1.jpg,https://pop.culture.gouv.fr/notice/joconde/00000094658,200,2026-07-29
00000102970,unavailable,,,aucune image sur POP,Annibale Carracci,musée des beaux-arts,Quimper,SAINT SEBASTIEN,non,,,https://pop.culture.gouv.fr/notice/joconde/00000102970,,
00000103002,unavailable,,,aucune image sur POP,Le Guerchin,musée des beaux-arts,Chambéry,LA VIERGE A L'ENFANT,non,,,https://pop.culture.gouv.fr/notice/joconde/00000103002,,
00000103009,unavailable,,,aucune image sur POP,Guido Reni,musée du Louvre,Paris,"LA CHARITE ROMAINE,dit aussi CIMON ET PERO",non,,,https://pop.culture.gouv.fr/notice/joconde/00000103009,,
00000103010,unknown,,Musée du Louvre,crédit sans licence explicite,Guido Reni,musée du Louvre,Paris,JUDITH TENANT LA TETE D'HOLOPHERNE,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000103010/0001020039_OG.JPG,https://pop.culture.gouv.fr/notice/joconde/00000103010,200,2026-07-29
00000103030,unavailable,,,aucune image sur POP,Guido Reni,musée d'art Roger-Quillot,Clermont-Ferrand,LE SOMMEIL DE L'ENFANT JESUS,non,,,https://pop.culture.gouv.fr/notice/joconde/00000103030,,
00000104551,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Laurent de La Hyre,musée du Louvre,Paris,Vierge à l'Enfant,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000104551/0001252757-og.JPG,https://pop.culture.gouv.fr/notice/joconde/00000104551,200,2026-07-29
00000104553,restricted,,© Gérard Blot ; Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Charles Le Brun,musée du Louvre,Paris,Le Triomphe de la Religion,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000104553/0000134265-og.JPG,https://pop.culture.gouv.fr/notice/joconde/00000104553,200,2026-07-29
00000104667,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Annibale Carracci,musée Condé,Chantilly,Amour répendant des fleurs,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000104667/09-511955.jpg,https://pop.culture.gouv.fr/notice/joconde/00000104667,200,2026-07-29
00000104668,restricted,,© Harry Bréjat ; Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Annibale Carracci,musée Condé,Chantilly,Amour répendant des fleurs,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000104668/00-005151.jpg,https://pop.culture.gouv.fr/notice/joconde/00000104668,200,2026-07-29
00000104669,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Annibale Carracci,musée Condé,Chantilly,Amour répendant des fleurs,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000104669/09-511957.jpg,https://pop.culture.gouv.fr/notice/joconde/00000104669,200,2026-07-29
00000104670,restricted,,© Harry Bréjat ; Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Annibale Carracci,musée Condé,Chantilly,Amour répendant des fleurs,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000104670/00-005295.jpg,https://pop.culture.gouv.fr/notice/joconde/00000104670,200,2026-07-29
00000104760,unknown,,© musée Condé,crédit sans licence explicite,Rubens,musée Condé,Chantilly,Cavalier,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000104760/PE-580-scan.jpg,https://pop.culture.gouv.fr/notice/joconde/00000104760,200,2026-07-29
00000106281,restricted,,© C. Jean ; © J. Schormans ; Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Le Tintoret,musée du Louvre,Paris,La Vierge entourée de Saints et d'Orants,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000106281/0000367096-og.JPG,https://pop.culture.gouv.fr/notice/joconde/00000106281,200,2026-07-29
00000106816,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,François Clouet,musée Condé,Chantilly,Jeanne d'Halluin dame de Robertet baronne d'Alluye (née en 1530),oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000106816/02DE8673.jpg,https://pop.culture.gouv.fr/notice/joconde/00000106816,200,2026-07-29
00000106872,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,François Clouet,musée Condé,Chantilly,"Renée de Rieux, dame de Sainte-Maure, marquise de Nesle (1524-1567)",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000106872/02DE8797.jpg,https://pop.culture.gouv.fr/notice/joconde/00000106872,200,2026-07-29
00000106874,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,François Clouet,musée Condé,Chantilly,"Antoine d'Aure, souverain de Bidache, baron de Grammont, comte de Guiche (1526-1576)",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000106874/02DE8795.jpg,https://pop.culture.gouv.fr/notice/joconde/00000106874,200,2026-07-29
00000106881,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,François Clouet,musée Condé,Chantilly,"Sébastien de Luxembourg, vicomte de Martigues, marquis de Beaugé, duc de Penthièvre (mort en 1569)",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000106881/02DE8768.jpg,https://pop.culture.gouv.fr/notice/joconde/00000106881,200,2026-07-29
00000106891,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,François Clouet,musée Condé,Chantilly,"Marie de Montchenu, demoiselle de Macy, dame d'Harcourt (vers 1515-vers 1560)",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000106891/02DE8765.jpg,https://pop.culture.gouv.fr/notice/joconde/00000106891,200,2026-07-29
00000106893,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,François Clouet,musée Condé,Chantilly,René seigneur du Puy-du-Fou (vers 1528-1570),oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000106893/02DE8751.jpg,https://pop.culture.gouv.fr/notice/joconde/00000106893,200,2026-07-29
00000106894,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,François Clouet,musée Condé,Chantilly,"Charles de La Rochefoucauld, comte de Randan (vers 1523-1562)",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000106894/02DE8749.jpg,https://pop.culture.gouv.fr/notice/joconde/00000106894,200,2026-07-29
00000106896,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,François Clouet,musée Condé,Chantilly,François de Kernevenoy dit Carnavalet (1520-1571),oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000106896/02DE8746.jpg,https://pop.culture.gouv.fr/notice/joconde/00000106896,200,2026-07-29
00000106900,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,François Clouet,musée Condé,Chantilly,Aimeri de Saint-Séverin évêque d'Agde,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000106900/02DE8743.jpg,https://pop.culture.gouv.fr/notice/joconde/00000106900,200,2026-07-29
00000106961,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Rubens,musée Condé,Chantilly,Etude pour un rapt de femme,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000106961/01DE1390.jpg,https://pop.culture.gouv.fr/notice/joconde/00000106961,200,2026-07-29
00000107026,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Le Pérugin,musée Condé,Chantilly,Un archer et un arbalétrier,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000107026/00CE21424.jpg,https://pop.culture.gouv.fr/notice/joconde/00000107026,200,2026-07-29
00000107027,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Le Pérugin,musée Condé,Chantilly,Pythagore,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000107027/00CE21139.jpg,https://pop.culture.gouv.fr/notice/joconde/00000107027,200,2026-07-29
00000107068,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Raphaël,musée Condé,Chantilly,"Trois femmes drapées, vues à mi-corps : étude pour Les Heures jetant des fleurs dans le Banquet des dieux aux noces d'Amour et de Psyché",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000107068/00CE21167.jpg,https://pop.culture.gouv.fr/notice/joconde/00000107068,200,2026-07-29
00000107078,unknown,,© Lynda Frénois,crédit sans licence explicite,Raphaël,musée Condé,Chantilly,"Avant bras et main gauche tendus vers la droite, devant les jambes d'une figure vêtue",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000107078/De78.jpg,https://pop.culture.gouv.fr/notice/joconde/00000107078,200,2026-07-29
00000107086,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Jules Romain,musée Condé,Chantilly,L'Amour réveillant Psyché,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000107086/00DE21411.jpg,https://pop.culture.gouv.fr/notice/joconde/00000107086,200,2026-07-29
00000107129,unknown,,© Lynda Frénois,crédit sans licence explicite,Titien,musée Condé,Chantilly,Vénus endormie flanquée de trois amours,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000107129/De127.jpg,https://pop.culture.gouv.fr/notice/joconde/00000107129,200,2026-07-29
00000107130,unknown,,© Lynda Frénois,crédit sans licence explicite,Domenico Campagnola,musée Condé,Chantilly,Lion attaquant une laie,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000107130/De128.jpg,https://pop.culture.gouv.fr/notice/joconde/00000107130,200,2026-07-29
00000107131,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation,mention restrictive : utilisation soumise a autorisation,Domenico Campagnola,musée Condé,Chantilly,Paysage au ciel couchant,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000107131/01DE95.jpg,https://pop.culture.gouv.fr/notice/joconde/00000107131,200,2026-07-29
00000107133,unknown,,© Lynda Frénois,crédit sans licence explicite,Le Tintoret,musée Condé,Chantilly,Scène d'allégence d'un chef d'armée envers un personnage en armes,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/00000107133/De125.jpg,https://pop.culture.gouv.fr/notice/joconde/00000107133,200,2026-07-29
000DE005647,unavailable,,,aucune image sur POP,Le Guerchin,musée Grobet-Labadié,Marseille,SACRIFICE D'ABRAHAM,non,,,https://pop.culture.gouv.fr/notice/joconde/000DE005647,,
000DE006757,unavailable,,,aucune image sur POP,Greuze,musée des beaux-arts,Marseille,LA NOURRICE,non,,,https://pop.culture.gouv.fr/notice/joconde/000DE006757,,
000DE006760,unavailable,,,aucune image sur POP,Greuze,musée Grobet-Labadié,Marseille,JEUNE HOMME DESSINANT SUR SES GENOUX,non,,,https://pop.culture.gouv.fr/notice/joconde/000DE006760,,
000DE006810,unavailable,,,aucune image sur POP,Louis Léopold Boilly,musée Grobet-Labadié,Marseille,JEUNE FEMME ACCOUDEE,non,,,https://pop.culture.gouv.fr/notice/joconde/000DE006810,,
000DE006830,unavailable,,,aucune image sur POP,Bouchardon,musée des beaux-arts,Marseille,PROJET DE MEDAILLE EN MEMOIRE DE LA CESSATION DE LA PESTE A MARSEILLE,non,,,https://pop.culture.gouv.fr/notice/joconde/000DE006830,,
000DE006838,unavailable,,,aucune image sur POP,Boucher,musée Grobet-Labadié,Marseille,AMOURS JOUANT AVEC UN VOILE BLEU,non,,,https://pop.culture.gouv.fr/notice/joconde/000DE006838,,
000DE006839,unavailable,,,aucune image sur POP,Boucher,musée Grobet-Labadié,Marseille,AMOURS JOUANT AVEC UNE COUPE,non,,,https://pop.culture.gouv.fr/notice/joconde/000DE006839,,
000DE006899,unavailable,,,aucune image sur POP,Annibale Carracci,musée des beaux-arts,Marseille,GUERRIERS AU COMBAT,non,,,https://pop.culture.gouv.fr/notice/joconde/000DE006899,,
000DE007124,unavailable,,,aucune image sur POP,Fragonard,musée Grobet-Labadié,Marseille,PAYSAGE ANIME AVEC RUINES ET PERSONNAGES,non,,,https://pop.culture.gouv.fr/notice/joconde/000DE007124,,
000DE007125,unavailable,,,aucune image sur POP,Fragonard,musée Grobet-Labadié,Marseille,PERSONNAGES SUR UNE PASSERELLE,non,,,https://pop.culture.gouv.fr/notice/joconde/000DE007125,,
000DE016661,unknown,,,crédit photographique absent,Boucher,musée des beaux-arts,Rennes,AMOUR,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/000DE016661/1955-19-15.jpg,https://pop.culture.gouv.fr/notice/joconde/000DE016661,200,2026-07-29
000DE017259,unknown,,© Jean de Calan ; © musée Rodin,crédit sans licence explicite,Rodin,musée Rodin,Paris,"FEMME NUE DE DOS, UN GENOU EN TERRE ET LES BRAS ECARTES",oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/000DE017259/D5642.jpg,https://pop.culture.gouv.fr/notice/joconde/000DE017259,200,2026-07-29
000DE021409,unavailable,,,aucune image sur POP,Jean-Baptiste Oudry,musée Grobet-Labadié,Marseille,DEUX ETUDES DE CHIEN,non,,,https://pop.culture.gouv.fr/notice/joconde/000DE021409,,
000PE000204,restricted,,© Réunion des musées nationaux - utilisation soumise à autorisation © René-Gabriel Ojéda,mention restrictive : utilisation soumise a autorisation,Boucher,musée du Louvre,Paris,Le Sommeil des Amours,oui,,https://popcorn-prd-perf-assets.s3.gra.io.cloud.ovh.net/joconde/000PE000204/0000900340-og.JPG,https://pop.culture.gouv.fr/notice/joconde/000PE000204,200,2026-07-29
000PE000205,unavailable,,,aucune image sur POP,Boucher,musée du Louvre,Paris,L'AURORE,non,,,https://pop.culture.gouv.fr/notice/joconde/000PE000205,,
