reference_joconde,titre_joconde,artiste,musee,numero_inventaire,etat,titre_gallica,ark,licence,source,raisons
M0537003347,GLOIRE NATIONALE. / NAPOLEON. (titre inscrit),francois-georgin,musée de l'image,D 996.1.3257 C,exacte,Gloire nationale. Napoléon : [estampe] / Georgin del. ; J.-B. Thiébault sc.,https://gallica.bnf.fr/ark:/12148/btv1b55002033z,domaine public,Gallica (BnF),titre retrouvé dans « Gloire nationale. Napoléon : [estampe] / Georgin del. ; J.-B. Thiébaul » ; éditeur Pellerin des deux côtés ; dates compatibles (1835 / 1834) ; domaine public déclaré par la BnF
M0537003732,GLOIRE NATIONALE / BERTRAND. (titre inscrit),francois-georgin,musée de l'image,D 996.1.3585.25 C,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537003408,MACHINE INFERNALE : ATTENTAT du 28 juillet 1835. (titre inscrit),francois-georgin,musée de l'image,D 996.1.3317 C,refusee,,,,Gallica (BnF),le titre ne se retrouve pas dans la notice Gallica
M0537002244,FUSILIERS MARINS au Combat (titre inscrit),georges-ferdinand-bigot,musée de l'image,D 996.1.2156 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537002212,INFANTERIE FRANÇAISE AU COMBAT (titre inscrit),georges-ferdinand-bigot,musée de l'image,D 996.1.2124 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537002556,INFANTERIE à l'EXERCICE en FRANCE / LES ÉTATS-UNIS / D'AMÉRIQUE / dans la Guerre (titre inscrit),georges-ferdinand-bigot,musée de l'image,D 996.1.2468 B,refusee,,,,Gallica (BnF),le musée conserve 7 notices de ce titre : l'exemplaire visé serait indéterminé
M0537002149,INFANTERIE de LIGNE / TENUE DE GUERRE / AVANT LE CASQUE ET LES BANDES MOLLETIÈRES (titre inscrit),georges-ferdinand-bigot,musée de l'image,D 996.1.2061 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537002148,ARTILLERIE FRANÇAISE / ancienne tenue et tenue de guerre / PIÈCES DE 90 DE CAMPAGNE / ARTILLERIE LOURDE / CANON / DE 120 LONG  (titre inscrit),georges-ferdinand-bigot,musée de l'image,D 996.1.2060 B,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537002450,INFANTERIE ÉCOSSAISE / - HIGHLANDERS - AU COMBAT (titre inscrit),georges-ferdinand-bigot,musée de l'image,D 996.1.2362 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537002557,LES ÉTATS-UNIS d'AMÉRIQUE / EN GUERRE AUX COTÉS DES ALLIÉS (1917) (titre inscrit),georges-ferdinand-bigot,musée de l'image,D 996.1.2469 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537002216,ZOUAVES A LA REVUE / TENUE DE GUERRE / AVEC CAPOTE (titre inscrit),georges-ferdinand-bigot,musée de l'image,D 996.1.2128 B,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537002593,INFANTERIE ROUMAINE / TENUE DE CAMPAGNE (titre inscrit),georges-ferdinand-bigot,musée de l'image,D 996.1.2505 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537002555,TYPES des PREMIERS CONTINGENTS / D'INFANTERIE / ARRIVÉS EN FRANCE en 1917 (titre inscrit),georges-ferdinand-bigot,musée de l'image,D 996.1.2467 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537002215,ZOUAVES A LA REVUE / TENUE DE GUERRE / SANS CAPOTE (titre inscrit),georges-ferdinand-bigot,musée de l'image,D 996.1.2127 B,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537003874,Les POSTES de SECOURS (titre inscrit),georges-ferdinand-bigot,musée de l'image,D 996.1.3709 B,refusee,,,,Gallica (BnF),le titre ne se retrouve pas dans la notice Gallica
M0537016775,INFANTERIE à l'EXERCICE en FRANCE / LES ÉTATS-UNIS / D'AMÉRIQUE / dans la Guerre (titre inscrit),georges-ferdinand-bigot,musée de l'image,2005.8.11 B,refusee,,,,Gallica (BnF),le musée conserve 7 notices de ce titre : l'exemplaire visé serait indéterminé
M0537031927,INFANTERIE FRANÇAISE AU COMBAT (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.209 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537032021,FUSILIERS MARINS au Combat (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.252 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537031953,ZOUAVES TENUE DE GUERRE Avec et Sans Capote  AU DEFILE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.219 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537032142,ZOUAVES TENUE DE GUERRE En Marche et Chargeant (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.307 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537032020,INFANTERIE A L'ATTAQUE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.251 B,refusee,,,,Gallica (BnF),le musée conserve 4 notices de ce titre : l'exemplaire visé serait indéterminé
M0537022590,TYPES des PREMIERS CONTINGENTS / D'INFANTERIE / ARRIVÉS EN FRANCE en 1917 (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.95 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537038765,LES ÉTATS-UNIS d'AMÉRIQUE / EN GUERRE AUX COTÉS DES ALLIÉS (1917) (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5259 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537032144,EN TIRAILLEURS : Sur le terrain et dans les Tranchées (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.309 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537029852,ARTILLERIE FRANÇAISE / ancienne tenue et tenue de guerre / PIÈCES DE 90 DE CAMPAGNE / ARTILLERIE LOURDE / CANON / DE 120 LONG  (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.93 B,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537032019,INFANTERIE A L'ATTAQUE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.250 B,refusee,,,,Gallica (BnF),le musée conserve 4 notices de ce titre : l'exemplaire visé serait indéterminé
M0537022580,INFANTERIE ITALIENNE Stationnant / et en marche (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.85 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537031960,ZOUAVES - TENUE DE GUERRE avec et sans capote - CHARGEANT (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.220 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537029789,INFANTERIE A L'ATTAQUE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.35 B,refusee,,,,Gallica (BnF),le musée conserve 4 notices de ce titre : l'exemplaire visé serait indéterminé
M0537032127,LES 'DIABLES BLEUS' Chasseurs et Artilleurs ALPINS (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.304 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537022527,ZOUAVES A LA REVUE / TENUE DE GUERRE / AVEC CAPOTE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.33 B,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537032140,ZOUAVES à la Revue TENUE de GUERRE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.306 B,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537031928,INFANTERIE FRANÇAISE AU COMBAT (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.210 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537038762,INFANTERIE à l'EXERCICE en FRANCE / LES ÉTATS-UNIS / D'AMÉRIQUE / dans la Guerre (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5256 B,refusee,,,,Gallica (BnF),le musée conserve 7 notices de ce titre : l'exemplaire visé serait indéterminé
M0537022524,INFANTERIE FRANÇAISE AU COMBAT (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.30 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537022532,INFANTERIE A L'ATTAQUE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.38 B,refusee,,,,Gallica (BnF),le musée conserve 4 notices de ce titre : l'exemplaire visé serait indéterminé
M0537031929,INFANTERIE FRANÇAISE AU COMBAT (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.211 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537022546,ZOUAVES à la Revue TENUE de GUERRE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.52 B,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537022548,EN TIRAILLEURS : Sur le Terrain et dans les Tranchées (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.54 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537031943,ZOUAVES A LA REVUE / TENUE DE GUERRE / AVEC CAPOTE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.218 B,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537022578,INFANTERIE ITALIENNE A LA / REVUE. (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.83 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537039056,INFANTERIE ANGLAISE AU COMBAT (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.743 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537032143,ZOUAVES TENUE DE GUERRE En Marche et Chargeant (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.308 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537032138,ZOUAVES à la Revue TENUE de GUERRE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.305 B,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537031941,ZOUAVES A LA REVUE / TENUE DE GUERRE / SANS CAPOTE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.217 B,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537039047,INFANTERIE ITALIENNE A LA / REVUE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.718 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537039086,INFANTERIE ROUMAINE TENUE / DE CAMPAGNE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.968 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537039263,INFANTERIE ITALIENNE A LA / REVUE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5566 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537022591,INFANTERIE à l'EXERCICE en FRANCE / LES ÉTATS-UNIS / D'AMÉRIQUE / dans la Guerre (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.96 B,refusee,,,,Gallica (BnF),le musée conserve 7 notices de ce titre : l'exemplaire visé serait indéterminé
M0537022526,ZOUAVES A LA REVUE / TENUE DE GUERRE / SANS CAPOTE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.32 B,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537038761,TYPES des PREMIERS CONTINGENTS / D'INFANTERIE / ARRIVÉS EN FRANCE en 1917 (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5255 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537022547,ZOUAVES En Marche et Chargeant TENUE / DE GUERRE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.53 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537039053,INFANTERIE ITALIENNE ARME AU PIED / ET À LA BRETELLE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.723 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537039264,INFANTERIE ITALIENNE Stationnant / et en marche (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.5567 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537042001,INFANTERIE ECOSSAISE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.1605 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537022510,ARTILLERIE FRANÇAISE / ancienne tenue et tenue de guerre / PIÈCES DE 90 DE CAMPAGNE / ARTILLERIE LOURDE / CANON / DE 120 LONG  (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.16 B,refusee,,,,Gallica (BnF),le musée conserve 3 notices de ce titre : l'exemplaire visé serait indéterminé
M0537039059,INFANTERIE ANGLAISE A LA REVUE L'ARME / A LA BRETELLE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.746 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537039049,INFANTERIE ITALIENNE Stationnant / et en marche (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.720 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537039066,INFANTERIE ECOSSAISE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.752 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537039077,TYPES des PREMIERS CONTINGENTS / D'INFANTERIE / ARRIVÉS EN FRANCE en 1917 (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.912 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537039048,INFANTERIE ITALIENNE A LA / REVUE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.719 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537039078,TYPES des PREMIERS CONTINGENTS / D'INFANTERIE / ARRIVÉS EN FRANCE en 1917 (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.913 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537039052,INFANTERIE ITALIENNE Stationnant / et en marche (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.722 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537039060,"INFANTERIE ANGLAISE DÉFILANT, L'ARME / A LA BRETELLE (titre inscrit)",georges-ferdinand-bigot,musée de l'image,2010.5.747 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537022579,INFANTERIE ITALIENNE A LA / REVUE. (titre inscrit),georges-ferdinand-bigot,musée de l'image,2006.16.84 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537039051,INFANTERIE ITALIENNE Stationnant / et en marche (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.721 B,refusee,,,,Gallica (BnF),le musée conserve 5 notices de ce titre : l'exemplaire visé serait indéterminé
M0537039063,INFANTERIE ANGLAISE ARME AU PIED /  & A LA BRETELLE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.749 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537039058,INFANTERIE ANGLAISE A LA REVUE / ARME AU PIED (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.745 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537039057,INFANTERIE ÉCOSSAISE / - HIGHLANDERS - AU COMBAT (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.744 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537039079,INFANTERIE à l'EXERCICE en FRANCE / LES ÉTATS-UNIS / D'AMÉRIQUE / dans la Guerre (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.914 B,refusee,,,,Gallica (BnF),le musée conserve 7 notices de ce titre : l'exemplaire visé serait indéterminé
M0537039065,INFANTERIE ANGLAISE EN AVANT / A LA BAIONNETTE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.751 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537039064,INFANTERIE ANGLAISE DÉFILANT / PAS DE ROUTE (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.750 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537039062,"INFANTERIE ÉCOSSAISE A LA REVUE, L'ARME / A LA BRETELLE (titre inscrit)",georges-ferdinand-bigot,musée de l'image,2010.5.748 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537039081,INFANTERIE à l'EXERCICE en FRANCE / LES ÉTATS-UNIS / D'AMÉRIQUE / dans la Guerre (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.916 B,refusee,,,,Gallica (BnF),le musée conserve 7 notices de ce titre : l'exemplaire visé serait indéterminé
M0537039080,INFANTERIE à l'EXERCICE en FRANCE / LES ÉTATS-UNIS / D'AMÉRIQUE / dans la Guerre (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.915 B,refusee,,,,Gallica (BnF),le musée conserve 7 notices de ce titre : l'exemplaire visé serait indéterminé
M0537005000,La Rivalité des Câm et des Xa / (LÉGENDE TONKINOISE) (titre inscrit),georges-ferdinand-bigot,musée de l'image,D 996.1.4860 A,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537028226,Histoire de TAN et LANG / Légende annamite du BÉTEL et de l’ARÉQUIER (titre inscrit),georges-ferdinand-bigot,musée de l'image,990.1.2633 B ; X B 133,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537052168,Histoire de Géant LY-ONG-THAN / LÉGENDE HISTORIQUE DE L'ANNAM (titre inscrit),georges-ferdinand-bigot,musée de l'image,2010.5.12703 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537004602,La MARGUERITE (Ronde) (titre inscrit),georges-ferdinand-bigot,musée de l'image,D 996.1.4455 B,refusee,,,,Gallica (BnF),le titre ne se retrouve pas dans la notice Gallica
M0537017258,SAINT JOSEPH CHERCHANT UN LOGIS (titre inscrit),georges-ferdinand-bigot,musée de l'image,990.1.631 B ; IV / 127,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537007687,Légende annamite du poisson TINH (titre inscrit),georges-ferdinand-bigot,musée de l'image,D 996.1.7576 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537020249,SAINT JOSEPH CHERCHANT UN LOGIS (titre inscrit),georges-ferdinand-bigot,musée de l'image,990.1.205 B ; I / 203,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537002157,GOUMIERS ALGERIENS (titre inscrit),georges-ferdinand-bigot,musée de l'image,D 996.1.2069 B,refusee,,,,Gallica (BnF),l'éditeur Pellerin n'est pas nommé côté Gallica ; dates incompatibles (1908 / 1915)
M0537001348,LA GUERRE DES JEUX (titre inscrit),henry-hennault,musée de l'image,D 996.1.1262 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537001345,LA GUERRE DES JEUX (titre inscrit),henry-hennault,musée de l'image,D 996.1.1261 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537043004,REMÈDE contre LE SPLEEN (titre inscrit),henry-hennault,musée de l'image,2010.5.2264 B,exacte,"Imagerie d'Epinal. N° 340, Remède contre le spleen : [estampe]",https://gallica.bnf.fr/ark:/12148/btv1b69389431,domaine public,Gallica (BnF),"titre retrouvé dans « Imagerie d'Epinal. N° 340, Remède contre le spleen : [estampe] » ; éditeur Pellerin des deux côtés ; dates compatibles (1896 / 1896) ; domaine public déclaré par la BnF"
M0537043037,LES MÉTAMORPHOSES DE TOTO / à l'Exposition d'Anvers (titre inscrit),henry-hennault,musée de l'image,2010.5.2281 B,exacte,"Imagerie d'Epinal. N° 350, Les métamorphoses de Toto à l'exposition d'Anvers : [estampe]",https://gallica.bnf.fr/ark:/12148/btv1b6938993x,domaine public,Gallica (BnF),"titre retrouvé dans « Imagerie d'Epinal. N° 350, Les métamorphoses de Toto à l'exposition d' » ; éditeur Pellerin des deux côtés ; dates compatibles (1896 / 1896) ; domaine public déclaré par la BnF"
M0537043126,POUR UNE PETITE SOURIS ! (titre inscrit),henry-hennault,musée de l'image,2010.5.2328 B,exacte,"Imagerie d'Epinal. N° 377, Pour une petite souris ! : [estampe]",https://gallica.bnf.fr/ark:/12148/btv1b69388213,domaine public,Gallica (BnF),"titre retrouvé dans « Imagerie d'Epinal. N° 377, Pour une petite souris ! : [estampe] » ; éditeur Pellerin des deux côtés ; dates compatibles (1893 / 1893) ; domaine public déclaré par la BnF"
M0537027572,"Toto’s aventuren op de wereldtentoonstelling te Antwerpen. (titre inscrit, néerl.) ; LES MÉTAMORPHOSES DE TOTO / à l'Exposition d'Anvers (titre factice)",henry-hennault,musée de l'image,990.1.2179 B ; VII B 118,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537007874,LE CHAT & LE RENARD / Fable de la Fontaine (titre inscrit),henry-hennault,musée de l'image,D 996.1.7766 B,refusee,,,,Gallica (BnF),le musée conserve 4 notices de ce titre : l'exemplaire visé serait indéterminé
M0537026546,UNE ARRESTATION DE PANDORE (titre inscrit),henry-hennault,musée de l'image,2008.21.438 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537007654,Le Portrait Enchanté (titre inscrit),henry-hennault,musée de l'image,D 996.1.7543 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537007711,La MOUCHE (titre inscrit),henry-hennault,musée de l'image,D 996.1.7600 B,refusee,,,,Gallica (BnF),l'éditeur Pellerin n'est pas nommé côté Gallica
M0537026523,Le Mandarin Ka-Li-Ko (titre inscrit),henry-hennault,musée de l'image,2008.21.415 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537007690,LIPHANTES LE FOURBE (titre inscrit),henry-hennault,musée de l'image,D 996.1.7579 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537026200,LE CHAT & LE RENARD / Fable de la Fontaine (titre inscrit),henry-hennault,musée de l'image,2008.21.98 B,refusee,,,,Gallica (BnF),le musée conserve 4 notices de ce titre : l'exemplaire visé serait indéterminé
M0537026297,LE PLUMET de BALDAQUIN (titre inscrit),henry-hennault,musée de l'image,2008.21.193 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537026839,LE CHAT & LE RENARD / Fable de La Fontaine (titre inscrit),henry-hennault,musée de l'image,2008.21.569.20 Alb,refusee,,,,Gallica (BnF),le musée conserve 4 notices de ce titre : l'exemplaire visé serait indéterminé
M0537027578,"Remedie tegen het Spleen. (titre inscrit, néerl.) ; Remède contre le spleen (titre traduit)",henry-hennault,musée de l'image,990.1.2185 B ; VII B 124,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537007689,LE FILLEUL du CHEVALIER : (titre inscrit),henry-hennault,musée de l'image,D 996.1.7578 B,introuvable,,,,Gallica (BnF),aucune notice Gallica pour ce titre
M0537007673,JEAN LE BOSSU (titre inscrit),henry-hennault,musée de l'image,D 996.1.7562 B,refusee,,,,Gallica (BnF),le titre ne se retrouve pas dans la notice Gallica
M0537007653,Le Portrait Enchanté (titre inscrit),henry-hennault,musée de l'image,D 996.1.7542 B,refusee,,,,Gallica (BnF),le musée conserve 2 notices de ce titre : l'exemplaire visé serait indéterminé
M0537043137,AVENTURES DE DEUX PETITS MOINEAUX (titre inscrit),henry-hennault,musée de l'image,2010.5.2336 B,exacte,"Imagerie d'Epinal. N° 381, Aventures de deux petits moineaux : [estampe]",https://gallica.bnf.fr/ark:/12148/btv1b6938825r,domaine public,Gallica (BnF),"titre retrouvé dans « Imagerie d'Epinal. N° 381, Aventures de deux petits moineaux : [estamp » ; éditeur Pellerin des deux côtés ; dates compatibles (1893 / 1893) ; domaine public déclaré par la BnF"
M0537026201,LE CHAT & LE RENARD / Fable de la Fontaine (titre inscrit),henry-hennault,musée de l'image,2008.21.99 B,refusee,,,,Gallica (BnF),le musée conserve 4 notices de ce titre : l'exemplaire visé serait indéterminé
